,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
79,In a building.,2367689.jpg,2392282,29277,https://cs.stanford.edu/people/rak248/VG_100K_2/2392282.jpg,1786423,Where is the window?,,,,,,
80,Cream colored and sheer.,2391675.jpg,2392282,29277,https://cs.stanford.edu/people/rak248/VG_100K_2/2392282.jpg,1555338,What do the flags look like?,,,,,,
81,A woman.,2374676.jpg,2392239,29318,https://cs.stanford.edu/people/rak248/VG_100K_2/2392239.jpg,1931397,Who is sitting on a bench?,,,,,,
82,Blue and white.,2414224.jpg,2392239,29318,https://cs.stanford.edu/people/rak248/VG_100K_2/2392239.jpg,1020109,What color is the cake?,,,,,,
83,The man.,2361224.jpg,2392239,29318,https://cs.stanford.edu/people/rak248/VG_100K_2/2392239.jpg,826445,Who is holding the remotes?,,,,,,
84,One.,2364129.jpg,2392151,29398,https://cs.stanford.edu/people/rak248/VG_100K_2/2392151.jpg,632152,How many people are shown?,,,,,,
85,Small yellow flowers.,2411725.jpg,2392151,29398,https://cs.stanford.edu/people/rak248/VG_100K_2/2392151.jpg,1335838,What is growing in the brush?,,,,,,
86,A collar.,2407825.jpg,2392151,29398,https://cs.stanford.edu/people/rak248/VG_100K_2/2392151.jpg,193786,What is around the dog's neck?,,,,,,
87,Surfboard.,2376483.jpg,2392078,29468,https://cs.stanford.edu/people/rak248/VG_100K_2/2392078.jpg,1967724,Where is the man?,,,,,,
88,Red.,2390192.jpg,2392078,29468,https://cs.stanford.edu/people/rak248/VG_100K_2/2392078.jpg,1483871,What shade is the girls hair?,,,,,,
89,Blue.,2408186.jpg,2392078,29468,https://cs.stanford.edu/people/rak248/VG_100K_2/2392078.jpg,190897,What color is the snowboarder's jacket?,,,,,,
90,A desert.,2380115.jpg,2391960,29584,https://cs.stanford.edu/people/rak248/VG_100K_2/2391960.jpg,491479,What is this a picture of?,,,,,,
91,White and orange.,2322494.jpg,2391960,29584,https://cs.stanford.edu/people/rak248/VG_100K_2/2391960.jpg,876394,What color is the truck?,,,,,,
92,40.,2414455.jpg,2391960,29584,https://cs.stanford.edu/people/rak248/VG_100K_2/2391960.jpg,1340230,What number is shown on the image?,,,,,,
93,During the day.,2353759.jpg,2391939,29603,https://cs.stanford.edu/people/rak248/VG_100K_2/2391939.jpg,384620,When was this photo taken?,,,,,,
94,Sunlight.,2366294.jpg,2391939,29603,https://cs.stanford.edu/people/rak248/VG_100K_2/2391939.jpg,1758753,What shines through the window?,,,,,,
95,Two.,2353333.jpg,2391939,29603,https://cs.stanford.edu/people/rak248/VG_100K_2/2391939.jpg,576862,How many times is the word Carlsberg shown?,,,,,,
96,White.,2405417.jpg,2391920,29621,https://cs.stanford.edu/people/rak248/VG_100K_2/2391920.jpg,1159878,What color is the wall?,,,,,,
97,Chain link.,2393823.jpg,2391920,29621,https://cs.stanford.edu/people/rak248/VG_100K_2/2391920.jpg,1375186,What type of fence is visible?,,,,,,
98,A church.,2391281.jpg,2391920,29621,https://cs.stanford.edu/people/rak248/VG_100K_2/2391920.jpg,1362081,Where is this picture taken?,,,,,,
99,At a baseball game.,2403345.jpg,2391915,29626,https://cs.stanford.edu/people/rak248/VG_100K_2/2391915.jpg,981749,Where is this picture taken?,,,,,,
100,The colorful flowers.,150285.jpg,2391915,29626,https://cs.stanford.edu/people/rak248/VG_100K_2/2391915.jpg,999078,What is in the little vase?,,,,,,
101,Sunny.,2366843.jpg,2391915,29626,https://cs.stanford.edu/people/rak248/VG_100K_2/2391915.jpg,1769772,What type of weather is the crowd dressed for?,,,,,,
102,On the zebras.,2392278.jpg,2391913,29628,https://cs.stanford.edu/people/rak248/VG_100K_2/2391913.jpg,353814,Where are the brown stripes?,,,,,,
103,Hamburger buns.,2406935.jpg,2391913,29628,https://cs.stanford.edu/people/rak248/VG_100K_2/2391913.jpg,1195997,What types of buns are on the tray?,,,,,,
104,Grey.,2413615.jpg,2391913,29628,https://cs.stanford.edu/people/rak248/VG_100K_2/2391913.jpg,1010557,What is the color of the floor?,,,,,,
105,Snow.,2404139.jpg,2391879,29661,https://cs.stanford.edu/people/rak248/VG_100K_2/2391879.jpg,1297283,What is on the ground?,,,,,,
106,"The horse is brown with white feet, and a little bit of black.",2367575.jpg,2391879,29661,https://cs.stanford.edu/people/rak248/VG_100K_2/2391879.jpg,1784030,How are the horse's markings distinctive?,,,,,,
107,A building.,2412639.jpg,2391879,29661,https://cs.stanford.edu/people/rak248/VG_100K_2/2391879.jpg,155275,What is for sale?,,,,,,
108,To be eaten.,2388159.jpg,2391760,29774,https://cs.stanford.edu/people/rak248/VG_100K_2/2391760.jpg,357098,Why is the food displayed?,,,,,,
109,Leaning forward.,2393083.jpg,2391760,29774,https://cs.stanford.edu/people/rak248/VG_100K_2/2391760.jpg,1437491,How is the man on the surfboard?,,,,,,
110,White.,2408029.jpg,2391760,29774,https://cs.stanford.edu/people/rak248/VG_100K_2/2391760.jpg,1050810,What color is the plate?,,,,,,
111,Surf.,2392211.jpg,2391739,29792,https://cs.stanford.edu/people/rak248/VG_100K_2/2391739.jpg,1433270,What kind of board?,,,,,,
112,At the beach.,2409470.jpg,2391739,29792,https://cs.stanford.edu/people/rak248/VG_100K_2/2391739.jpg,180629,Where was this picture taken?,,,,,,
113,One.,2327920.jpg,2391739,29792,https://cs.stanford.edu/people/rak248/VG_100K_2/2391739.jpg,341297,How many trains are in the picture?,,,,,,
114,One.,2377581.jpg,2391654,29873,https://cs.stanford.edu/people/rak248/VG_100K_2/2391654.jpg,1987318,What number of yellow oranges are shown?,,,,,,
115,Jacket.,2407177.jpg,2391654,29873,https://cs.stanford.edu/people/rak248/VG_100K_2/2391654.jpg,1200791,What is blue?,,,,,,
116,Hugging.,2373286.jpg,2391654,29873,https://cs.stanford.edu/people/rak248/VG_100K_2/2391654.jpg,1902761,What are the bears doing?,,,,,,
117,Daytime.,2399917.jpg,2391612,29912,https://cs.stanford.edu/people/rak248/VG_100K_2/2391612.jpg,411679,When was this photo taken?,,,,,,
118,A teddy bear.,2393754.jpg,2391612,29912,https://cs.stanford.edu/people/rak248/VG_100K_2/2391612.jpg,1440058,What is the main focus in the picture?,,,,,,
119,Painted on the smaller building.,2364949.jpg,2391612,29912,https://cs.stanford.edu/people/rak248/VG_100K_2/2391612.jpg,1731960,Where is the man's face?,,,,,,
120,Piglet.,2367427.jpg,2391600,29924,https://cs.stanford.edu/people/rak248/VG_100K_2/2391600.jpg,757475,What is the giant pink kite?,,,,,,
121,None.,2343729.jpg,2391600,29924,https://cs.stanford.edu/people/rak248/VG_100K_2/2391600.jpg,648475,How many horses are there?,,,,,,
122,Two.,2412234.jpg,2391600,29924,https://cs.stanford.edu/people/rak248/VG_100K_2/2391600.jpg,1120234,How many eyes does the cat have?,,,,,,
123,Clear and sunny.,2365428.jpg,2391586,29938,https://cs.stanford.edu/people/rak248/VG_100K_2/2391586.jpg,631118,What is the weather like?,,,,,,
124,Grassy field.,2397883.jpg,2391586,29938,https://cs.stanford.edu/people/rak248/VG_100K_2/2391586.jpg,1460115,Where is the bear?,,,,,,
125,A tree.,2360207.jpg,2391586,29938,https://cs.stanford.edu/people/rak248/VG_100K_2/2391586.jpg,1636950,What is the shadow of on the path?,,,,,,
126,No body.,2408954.jpg,2391549,29974,https://cs.stanford.edu/people/rak248/VG_100K_2/2391549.jpg,184758,Who is in the picture?,,,,,,
127,Female.,2362722.jpg,2391549,29974,https://cs.stanford.edu/people/rak248/VG_100K_2/2391549.jpg,1687033,What gender is the player?,,,,,,
128,Forest.,2415051.jpg,2391549,29974,https://cs.stanford.edu/people/rak248/VG_100K_2/2391549.jpg,1036301,What is the train going through?,,,,,,
129,Clock tower.,2373594.jpg,2391509,30014,https://cs.stanford.edu/people/rak248/VG_100K_2/2391509.jpg,1909138,Where is the clock?,,,,,,
130,The man.,2414622.jpg,2391509,30014,https://cs.stanford.edu/people/rak248/VG_100K_2/2391509.jpg,1027865,Who is wearing white t-shirt?,,,,,,
131,Gray.,2381979.jpg,2391509,30014,https://cs.stanford.edu/people/rak248/VG_100K_2/2391509.jpg,362045,What color is the gravel?,,,,,,
132,5.,2406379.jpg,2391451,30067,https://cs.stanford.edu/people/rak248/VG_100K_2/2391451.jpg,1183281,How many of the people are female?,,,,,,
133,One.,2406295.jpg,2391451,30067,https://cs.stanford.edu/people/rak248/VG_100K_2/2391451.jpg,1180893,How many women do you see?,,,,,,
134,None.,2406514.jpg,2391451,30067,https://cs.stanford.edu/people/rak248/VG_100K_2/2391451.jpg,1186852,How many clouds are in the sky?,,,,,,
135,Tree.,2389853.jpg,2391387,30129,https://cs.stanford.edu/people/rak248/VG_100K_2/2391387.jpg,1354210,What is planted in the ground?,,,,,,
136,Four.,2357401.jpg,2391387,30129,https://cs.stanford.edu/people/rak248/VG_100K_2/2391387.jpg,317723,How many letters are on the sign?,,,,,,
137,4.,2393291.jpg,2391387,30129,https://cs.stanford.edu/people/rak248/VG_100K_2/2391387.jpg,672809,How many wings are in the picture?,,,,,,
138,Flippers.,2359396.jpg,2391315,30201,https://cs.stanford.edu/people/rak248/VG_100K_2/2391315.jpg,1620498,What helped the man swim?,,,,,,
139,Vases.,2397608.jpg,2391315,30201,https://cs.stanford.edu/people/rak248/VG_100K_2/2391315.jpg,1521033,What are the four objects on the table?,,,,,,
140,Trees.,2408263.jpg,2391315,30201,https://cs.stanford.edu/people/rak248/VG_100K_2/2391315.jpg,190285,What is behind the woman?,,,,,,
141,Grass.,2370319.jpg,2391306,30210,https://cs.stanford.edu/people/rak248/VG_100K_2/2391306.jpg,1840268,What type of foliage?,,,,,,
142,The wall.,2327334.jpg,2391306,30210,https://cs.stanford.edu/people/rak248/VG_100K_2/2391306.jpg,533718,What is the cat's back touching?,,,,,,
143,Under the big horse.,2362378.jpg,2391306,30210,https://cs.stanford.edu/people/rak248/VG_100K_2/2391306.jpg,1680027,Where is the young young horse?,,,,,,
144,A path.,2374830.jpg,2391105,30403,https://cs.stanford.edu/people/rak248/VG_100K_2/2391105.jpg,687586,What are the people riding on?,,,,,,
145,Next to the giraffes.,2396204.jpg,2391105,30403,https://cs.stanford.edu/people/rak248/VG_100K_2/2391105.jpg,798461,Where is the palm tree?,,,,,,
146,The player.,2403110.jpg,2391105,30403,https://cs.stanford.edu/people/rak248/VG_100K_2/2391105.jpg,1275567,Who has on blue shorts?,,,,,,
147,The adult elephant.,2363086.jpg,2391031,30474,https://cs.stanford.edu/people/rak248/VG_100K_2/2391031.jpg,1694303,Who has a dirty tusk?,,,,,,
148,Black.,2407236.jpg,2391031,30474,https://cs.stanford.edu/people/rak248/VG_100K_2/2391031.jpg,1202133,What color are the person's pants?,,,,,,
149,Man on the left.,2373085.jpg,2391031,30474,https://cs.stanford.edu/people/rak248/VG_100K_2/2391031.jpg,816946,Who is wearing a yellow shirt?,,,,,,
150,Wii.,2358452.jpg,2391015,30490,https://cs.stanford.edu/people/rak248/VG_100K_2/2391015.jpg,1600931,What are these men playing?,,,,,,
151,Sneakers.,2369206.jpg,2391015,30490,https://cs.stanford.edu/people/rak248/VG_100K_2/2391015.jpg,1818456,What is on the skateboard?,,,,,,
152,1.,2407572.jpg,2391015,30490,https://cs.stanford.edu/people/rak248/VG_100K_2/2391015.jpg,1041592,How many bear?,,,,,,
153,Front of building.,2358717.jpg,2390942,30562,https://cs.stanford.edu/people/rak248/VG_100K_2/2390942.jpg,1606776,Where is the fence?,,,,,,
154,Yellow.,2407547.jpg,2390942,30562,https://cs.stanford.edu/people/rak248/VG_100K_2/2390942.jpg,1209283,What color is the outline of the rackets?,,,,,,
155,The head of the airplane is up while moving forward.,2389842.jpg,2390942,30562,https://cs.stanford.edu/people/rak248/VG_100K_2/2390942.jpg,1482075,What shows that the airplane is taking off?,,,,,,
156,Blue.,2405255.jpg,2390779,30723,https://cs.stanford.edu/people/rak248/VG_100K_2/2390779.jpg,1156418,What color is the ocean?,,,,,,
157,To do stunts.,2410807.jpg,2390779,30723,https://cs.stanford.edu/people/rak248/VG_100K_2/2390779.jpg,1316435,Why's the boy riding a skateboard?,,,,,,
158,A vanity and sink.,2397638.jpg,2390779,30723,https://cs.stanford.edu/people/rak248/VG_100K_2/2390779.jpg,349525,What is to the left of the toilet?,,,,,,
159,Afternoon.,2364611.jpg,2390701,30796,https://cs.stanford.edu/people/rak248/VG_100K_2/2390701.jpg,1725361,What time is it?,,,,,,
160,Above home plate.,2412771.jpg,2390701,30796,https://cs.stanford.edu/people/rak248/VG_100K_2/2390701.jpg,1132613,Where is the ball?,,,,,,
161,One.,2328379.jpg,2390701,30796,https://cs.stanford.edu/people/rak248/VG_100K_2/2390701.jpg,404923,How many knives can be seen in the pic?,,,,,,
162,Green.,2334406.jpg,2390641,30854,https://cs.stanford.edu/people/rak248/VG_100K_2/2390641.jpg,961163,What color is the grass?,,,,,,
163,Grey.,2390109.jpg,2390641,30854,https://cs.stanford.edu/people/rak248/VG_100K_2/2390641.jpg,1422320,What colour is the elephant?,,,,,,
164,It is going to a destination.,2398165.jpg,2390641,30854,https://cs.stanford.edu/people/rak248/VG_100K_2/2390641.jpg,796883,Why is the train going up the track?,,,,,,
165,A rope.,2369496.jpg,2390637,30857,https://cs.stanford.edu/people/rak248/VG_100K_2/2390637.jpg,1824532,What is holding the surfboard to the post?,,,,,,
166,Dark grey.,2408167.jpg,2390637,30857,https://cs.stanford.edu/people/rak248/VG_100K_2/2390637.jpg,1053968,What color is the ground?,,,,,,
167,4.,2415034.jpg,2390637,30857,https://cs.stanford.edu/people/rak248/VG_100K_2/2390637.jpg,136122,How many total instruments are on the tree?,,,,,,
168,Attached to the surfboard.,2365627.jpg,2390608,30885,https://cs.stanford.edu/people/rak248/VG_100K_2/2390608.jpg,1745671,Where is the rope?,,,,,,
169,Beside the cat.,2360922.jpg,2390608,30885,https://cs.stanford.edu/people/rak248/VG_100K_2/2390608.jpg,250912,Where is the pen?,,,,,,
170,It's dark.,2396754.jpg,2390608,30885,https://cs.stanford.edu/people/rak248/VG_100K_2/2390608.jpg,478180,Why is there a light on in the background?,,,,,,
171,A mattress.,2363843.jpg,2390526,30965,https://cs.stanford.edu/people/rak248/VG_100K_2/2390526.jpg,1709729,What is under the tent?,,,,,,
172,Open.,2366604.jpg,2390526,30965,https://cs.stanford.edu/people/rak248/VG_100K_2/2390526.jpg,1765052,How is the silver and black jacket?,,,,,,
173,White.,2350963.jpg,2390526,30965,https://cs.stanford.edu/people/rak248/VG_100K_2/2390526.jpg,258847,What color is the policeman's helmet?,,,,,,
174,White.,2407969.jpg,2390522,30969,https://cs.stanford.edu/people/rak248/VG_100K_2/2390522.jpg,1049589,What color is the wall?,,,,,,
175,Dogs.,2362554.jpg,2390522,30969,https://cs.stanford.edu/people/rak248/VG_100K_2/2390522.jpg,1683561,What animal is shown?,,,,,,
176,"Green, blue, orange, yellow and white.",2401600.jpg,2390522,30969,https://cs.stanford.edu/people/rak248/VG_100K_2/2390522.jpg,1247367,What five colors are painted on the side of the track?,,,,,,
177,Zebra.,2395467.jpg,2390510,30981,https://cs.stanford.edu/people/rak248/VG_100K_2/2390510.jpg,1511484,What is black and white?,,,,,,
178,Window.,2402325.jpg,2390510,30981,https://cs.stanford.edu/people/rak248/VG_100K_2/2390510.jpg,1260117,What are the blinds covering?,,,,,,
179,A buckle.,2401621.jpg,2390510,30981,https://cs.stanford.edu/people/rak248/VG_100K_2/2390510.jpg,281869,What is in the middle of the man on the horse's belt?,,,,,,
180,Near the ocean.,2414909.jpg,2390482,31007,https://cs.stanford.edu/people/rak248/VG_100K_2/2390482.jpg,137123,Where is this picture taken?,,,,,,
181,A shadow.,2404622.jpg,2390482,31007,https://cs.stanford.edu/people/rak248/VG_100K_2/2390482.jpg,1309156,What is on the ground in front of the bench?,,,,,,
182,White.,2409039.jpg,2390482,31007,https://cs.stanford.edu/people/rak248/VG_100K_2/2390482.jpg,1073231,What color is the van?,,,,,,
183,Manes.,2390818.jpg,2390382,31105,https://cs.stanford.edu/people/rak248/VG_100K_2/2390382.jpg,1426398,What is on top of the zebras necks?,,,,,,
184,"Grey, bright blue, dark blue, purple, and violet.",2319986.jpg,2390382,31105,https://cs.stanford.edu/people/rak248/VG_100K_2/2390382.jpg,896463,What color is the boy's tie?,,,,,,
185,A large crowd of people.,2410919.jpg,2390382,31105,https://cs.stanford.edu/people/rak248/VG_100K_2/2390382.jpg,1318864,Who is watching the game?,,,,,,
186,A beard.,2372763.jpg,2390326,31160,https://cs.stanford.edu/people/rak248/VG_100K_2/2390326.jpg,241438,What is on the man's chin?,,,,,,
187,A bed.,2361858.jpg,2390326,31160,https://cs.stanford.edu/people/rak248/VG_100K_2/2390326.jpg,1669917,What is under the man?,,,,,,
188,3.,2386809.jpg,2390326,31160,https://cs.stanford.edu/people/rak248/VG_100K_2/2390326.jpg,614008,How many people are in this picture?,,,,,,
189,A bird.,2370859.jpg,2390321,31164,https://cs.stanford.edu/people/rak248/VG_100K_2/2390321.jpg,1851390,What animal is behind the cat?,,,,,,
190,Snow caps.,2376183.jpg,2390321,31164,https://cs.stanford.edu/people/rak248/VG_100K_2/2390321.jpg,1961309,What is on top of the mountains?,,,,,,
191,Beach.,2399472.jpg,2390321,31164,https://cs.stanford.edu/people/rak248/VG_100K_2/2390321.jpg,1468964,Where is this scene?,,,,,,
192,Two.,2364122.jpg,2390309,31176,https://cs.stanford.edu/people/rak248/VG_100K_2/2390309.jpg,248358,How many feet is the cat standing on?,,,,,,
193,1.,2412667.jpg,2390309,31176,https://cs.stanford.edu/people/rak248/VG_100K_2/2390309.jpg,1129937,How many boats with a black cover?,,,,,,
194,On a grill.,2412434.jpg,2390309,31176,https://cs.stanford.edu/people/rak248/VG_100K_2/2390309.jpg,1124659,Where are hot dogs?,,,,,,
195,Red and white.,2403136.jpg,2390202,31279,https://cs.stanford.edu/people/rak248/VG_100K_2/2390202.jpg,1276090,What two colors are on the lighthouse?,,,,,,
196,In the sky.,2374941.jpg,2390202,31279,https://cs.stanford.edu/people/rak248/VG_100K_2/2390202.jpg,299819,Where are clouds?,,,,,,
197,In the back.,2372882.jpg,2390202,31279,https://cs.stanford.edu/people/rak248/VG_100K_2/2390202.jpg,1894556,Where is the rack of the bike?,,,,,,
198,Wet.,2389910.jpg,2390128,31351,https://cs.stanford.edu/people/rak248/VG_100K_2/2390128.jpg,1421192,How does the pavement appear?,,,,,,
199,Monkey graphics.,2360731.jpg,2390128,31351,https://cs.stanford.edu/people/rak248/VG_100K_2/2390128.jpg,1647859,What is on the girl's white pants?,,,,,,
200,A ground hot tub.,2367323.jpg,2390128,31351,https://cs.stanford.edu/people/rak248/VG_100K_2/2390128.jpg,1778791,What is next to the woman?,,,,,,
201,A white cutting board.,2374208.jpg,2390126,31353,https://cs.stanford.edu/people/rak248/VG_100K_2/2390126.jpg,1921543,What is this object?,,,,,,
202,One.,2347263.jpg,2390126,31353,https://cs.stanford.edu/people/rak248/VG_100K_2/2390126.jpg,261802,How many vases are there?,,,,,,
203,The man.,2415882.jpg,2390126,31353,https://cs.stanford.edu/people/rak248/VG_100K_2/2390126.jpg,938209,Who is holding the surfboard?,,,,,,
204,Dirt.,2350345.jpg,2390109,31369,https://cs.stanford.edu/people/rak248/VG_100K_2/2390109.jpg,960278,What are the elephants standing on?,,,,,,
205,To cross.,2394776.jpg,2390109,31369,https://cs.stanford.edu/people/rak248/VG_100K_2/2390109.jpg,415776,Why the people on the street?,,,,,,
206,Daytime.,2402975.jpg,2390109,31369,https://cs.stanford.edu/people/rak248/VG_100K_2/2390109.jpg,473930,When was this photo taken?,,,,,,
207,On the woman.,2363904.jpg,2390047,31429,https://cs.stanford.edu/people/rak248/VG_100K_2/2390047.jpg,1710961,Where are the purple pants?,,,,,,
208,No one.,2371126.jpg,2390047,31429,https://cs.stanford.edu/people/rak248/VG_100K_2/2390047.jpg,754527,Who is eating the pizza?,,,,,,
